iter	RMSE
594	0.03040555016
595	0.03039742974
596	0.0303787226
597	0.03036463757
598	0.03035192054
599	0.03033920772
600	0.03033255853
601	0.030320938
602	0.03031269542
603	0.03030171178
604	0.03028777252
605	0.03027335202
606	0.03025857789
607	0.03025003836
608	0.03023212483
609	0.03022304164
610	0.03019437569
611	0.03018976038
612	0.03018208274
613	0.03017023081
614	0.03016202857
615	0.03015461314
616	0.03014625808
617	0.03013630686
618	0.03012869456
619	0.03011147833
620	0.03010133418
621	0.03009544465
622	0.03008060188
623	0.03007672079
624	0.03006695505
625	0.03006201694
626	0.03005363013
627	0.03004294924
628	0.03002435135
629	0.03001585098
630	0.02999222476
631	0.02997773344
632	0.02996624985
633	0.02996336813
634	0.02994430407
635	0.02993446195
636	0.02992789611
637	0.02992238314
638	0.02991335043
639	0.02990460381
640	0.02989717406
641	0.02989175103
642	0.02988611316
643	0.02986977553
644	0.02986167894
645	0.0298553511
646	0.02984920322
647	0.02983984568
648	0.02982984214
649	0.02982139997
650	0.02981433833
651	0.02980491133
652	0.02978058939
653	0.0297751841
654	0.02975522427
655	0.02973375184
656	0.02971876351
657	0.02971304542
658	0.02969767266
659	0.02968016584
660	0.02966869011
661	0.02966087872
662	0.02964924503
663	0.02963584299
664	0.02963058613
665	0.02961976689
666	0.02961070886
667	0.02959865954
668	0.02959491201
669	0.02958554585
670	0.02957774796
671	0.02956807486
672	0.02955934332
673	0.02954973509
674	0.02954333186
675	0.0295381028
676	0.02952652285
677	0.02951784326
678	0.02950947402
679	0.02950668195
680	0.02950269393
681	0.0294959908
682	0.02948691704
683	0.02947498415
684	0.02945531331
685	0.02944722319
686	0.02942402416
687	0.02941468601
688	0.02940111951
689	0.02938858216
690	0.02938230388
691	0.02936915155
692	0.02935979751
693	0.0293455585
694	0.02933966937
695	0.02933075012
696	0.02932550687
697	0.0293149985
698	0.02930116471
699	0.02929404717
700	0.02928498727
701	0.02927267469
702	0.02926207943
703	0.02925333462
704	0.02924361611
705	0.02924127852
706	0.02923175945
707	0.02922365682
708	0.02921514276
709	0.02919743698
710	0.02918603511
711	0.02917489459
712	0.02917049909
713	0.02915933896
714	0.0291532415
715	0.02914819763
716	0.02914161197
717	0.02913489095
718	0.02913001453
719	0.02912143568
720	0.02911614975
721	0.02910987952
722	0.02910390671
723	0.02909172045
724	0.02908658088
725	0.02908166435
726	0.02907579638
727	0.02906860732
728	0.02905849941
729	0.02905184388
730	0.02904386615
731	0.0290328058
732	0.02902446508
733	0.02901607214
734	0.02900788491
735	0.02899694907
736	0.02898352317
737	0.02897578739
738	0.02896343934
739	0.02895455009
740	0.02894267741
741	0.02893540181
742	0.02892963692
743	0.02892503104
744	0.0289130297
745	0.02890588584
746	0.0288790904
747	0.02887594735
748	0.0288492026
749	0.02884598618
750	0.02884095963
751	0.0288296045
752	0.02882006111
753	0.02881068207
754	0.02879947047
755	0.02879369351
756	0.02878622665
757	0.02878175839
758	0.02877814945
759	0.02876636838
760	0.02875123284
761	0.02874283426
762	0.02873230671
763	0.02872117589
764	0.0287129316
765	0.02869745756
766	0.02868777077
767	0.02868108301
768	0.02867249218
769	0.02866856848
770	0.02866108805
771	0.02865299364
772	0.02864379149
773	0.02863820981
774	0.02863254775
775	0.02862840849
776	0.02861357938
777	0.02860592538
778	0.02859896033
779	0.02859008131
780	0.02858415553
781	0.02856887939
782	0.02855559525
783	0.02854982555
784	0.02854205979
785	0.02853541692
786	0.02852861626
787	0.0285222124
788	0.0285167327
789	0.02851058883
790	0.0285010779
791	0.02849369319
792	0.02848076789
793	0.02847768329
794	0.02845929248
795	0.02844003563
796	0.02843481739
797	0.02843011569
798	0.02842201914
799	0.02841429395
800	0.02839461196
801	0.02838512373
802	0.02837779314
803	0.02836847713
804	0.02835357188
805	0.02834183276
806	0.02833837481
807	0.02832849719
808	0.02832035676
809	0.02831488619
810	0.02830509761
811	0.02829692041
812	0.0282794938
813	0.02827476277
814	0.02827018104
815	0.02826210173
816	0.02825454594
817	0.02823691276
818	0.02823064503
819	0.02822486541
820	0.02822410207
821	0.02821555959
822	0.02821053877
823	0.02820398717
824	0.02819558237
825	0.02819049464
826	0.02818691091
827	0.02818223101
828	0.02816848531
829	0.02816015904
830	0.02815373229
831	0.02814254221
832	0.02813261779
833	0.028118802
834	0.02810655591
835	0.02809397028
836	0.0280903516
837	0.02808399153
838	0.02807858882
839	0.02806614175
840	0.02806104424
841	0.02804949099
842	0.0280312378
843	0.02801947043
844	0.02801107876
845	0.02800757653
846	0.02800237434
847	0.02799031924
848	0.02798558952
849	0.02798195176
850	0.02797881819
851	0.02796898531
852	0.02795906766
853	0.02794946101
854	0.02794350872
855	0.02792996026
856	0.02792339509
857	0.02791355579
858	0.02790510184
859	0.02789452473
860	0.02789286697
861	0.02788732711
862	0.02787359719
863	0.02786167447
864	0.02786106459
865	0.0278466497
866	0.02783592936
867	0.02782765099
868	0.02782217747
869	0.02781636671
870	0.02780235683
871	0.02779428145
872	0.02778852532
873	0.02777555284
874	0.0277637551
875	0.02774586022
876	0.02773833936
877	0.02772993396
878	0.02772563569
879	0.02771930954
880	0.02771005703
881	0.02770680723
882	0.02770126476
883	0.02769116841
884	0.02767632082
885	0.02766930609
886	0.02765967544
887	0.02765463941
888	0.02765000196
889	0.02764151759
890	0.02763340445
891	0.02762693435
892	0.02762106156
893	0.02761513141
894	0.02761003774
895	0.02760622886
896	0.02758990257
897	0.02758270804
898	0.02757756113
899	0.0275700897
900	0.02755892262
901	0.02755467249
902	0.02754693328
903	0.02754241838
904	0.02753716872
905	0.02752513102
906	0.02751848068
907	0.02751055834
908	0.02750446941
909	0.02749123097
910	0.0274847379
911	0.0274764795
912	0.02746519474
913	0.02745217432
914	0.02744564259
915	0.02744255046
916	0.02743573185
917	0.02743123727
918	0.02742386878
919	0.02741521318
920	0.02741099192
921	0.02740203949
922	0.02739528704
923	0.02739033314
924	0.0273836524
925	0.02737577997
926	0.02736835885
927	0.02735373455
928	0.0273494274
929	0.02734436328
930	0.02733900559
931	0.02733340302
932	0.027329258
933	0.0273273304
934	0.02732256767
935	0.02731746293
936	0.02730536215
937	0.02729716367
938	0.02729345964
939	0.02729047884
940	0.02728424853
941	0.02728020555
942	0.027274039
943	0.02726791385
944	0.02725784611
945	0.02725547825
946	0.02724919382
947	0.02724388825
948	0.02724134373
949	0.02722864568
950	0.02722345519
951	0.02721547979
952	0.02720750609
953	0.02720434011
954	0.02719731104
955	0.02719301668
956	0.02718803237
957	0.02718213399
958	0.02717643722
959	0.02717179614
960	0.02716769077
961	0.02715452857
962	0.0271458903
963	0.02714222332
964	0.02713839898
965	0.027121816
966	0.02711275577
967	0.02710173891
968	0.02709815759
969	0.02709572183
970	0.02708503794
971	0.02707607937
972	0.02707047174
973	0.02705938372
974	0.0270521416
975	0.02704589209
976	0.02704061768
977	0.02703475185
978	0.02702576759
979	0.0270193496
980	0.02701657219
981	0.02700475673
982	0.0269989937
983	0.02699343863
984	0.02698878747
985	0.02698474753
986	0.02697533109
987	0.02696665175
988	0.02695791125
989	0.02694998423
990	0.02694014664
991	0.02692647599
992	0.02691562464
993	0.02690834476
994	0.0268920098
995	0.02688621073
996	0.02687708874
997	0.02687051658
998	0.02686128511
999	0.02685571685
